# Force coefficients
# liftDir    : (0.000000e+00 1.000000e+00 0.000000e+00)
# dragDir    : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis  : (0.000000e+00 0.000000e+00 1.000000e+00)
# magUInf    : 4.440000e+03
# lRef       : 1.998074e+00
# Aref       : 1.998074e-02
# CofR       : (1.500000e+00 0.000000e+00 0.000000e+00)
#            
# Time       	Cm           	Cd           	Cl           	Cl(f)        	Cl(r)        
0.005000230947	-1.998715e-01	8.313437e-01	5.463343e-03	-1.971399e-01	2.026032e-01
0.005000461894	-1.999826e-01	8.317203e-01	5.480223e-03	-1.972425e-01	2.027227e-01
0.005000693108	-2.000861e-01	8.320723e-01	5.495355e-03	-1.973384e-01	2.028337e-01
0.005000924323	-2.001809e-01	8.323967e-01	5.509048e-03	-1.974263e-01	2.029354e-01
0.005001155537	-2.002663e-01	8.326909e-01	5.521520e-03	-1.975056e-01	2.030271e-01
0.005001386752	-2.003421e-01	8.329536e-01	5.532934e-03	-1.975756e-01	2.031085e-01
0.005001617966	-2.004080e-01	8.331839e-01	5.543428e-03	-1.976363e-01	2.031797e-01
0.005001849181	-2.004641e-01	8.333820e-01	5.553116e-03	-1.976876e-01	2.032407e-01
0.005002080395	-2.005109e-01	8.335486e-01	5.562103e-03	-1.977298e-01	2.032919e-01
0.00500231161	-2.005487e-01	8.336854e-01	5.570479e-03	-1.977635e-01	2.033339e-01
0.005002542824	-2.005783e-01	8.337942e-01	5.578324e-03	-1.977891e-01	2.033674e-01
0.005002774039	-2.006004e-01	8.338775e-01	5.585708e-03	-1.978075e-01	2.033932e-01
0.005003005253	-2.006158e-01	8.339380e-01	5.592697e-03	-1.978195e-01	2.034122e-01
0.005003236468	-2.006255e-01	8.339786e-01	5.599350e-03	-1.978258e-01	2.034251e-01
0.005003467682	-2.006303e-01	8.340023e-01	5.605722e-03	-1.978274e-01	2.034331e-01
0.005003698897	-2.006311e-01	8.340120e-01	5.611861e-03	-1.978252e-01	2.034371e-01
0.005003930111	-2.006289e-01	8.340108e-01	5.617803e-03	-1.978200e-01	2.034378e-01
0.005004161326	-2.006244e-01	8.340011e-01	5.623580e-03	-1.978126e-01	2.034362e-01
0.005004392267	-2.006184e-01	8.339857e-01	5.629210e-03	-1.978038e-01	2.034330e-01
0.005004623209	-2.006116e-01	8.339668e-01	5.634720e-03	-1.977942e-01	2.034289e-01
0.005004854151	-2.006045e-01	8.339463e-01	5.640124e-03	-1.977845e-01	2.034246e-01
0.005005085093	-2.005978e-01	8.339260e-01	5.645434e-03	-1.977751e-01	2.034205e-01
0.005005316035	-2.005917e-01	8.339072e-01	5.650661e-03	-1.977664e-01	2.034170e-01
0.005005546977	-2.005866e-01	8.338910e-01	5.655812e-03	-1.977587e-01	2.034145e-01
0.005005777918	-2.005827e-01	8.338782e-01	5.660889e-03	-1.977522e-01	2.034131e-01
0.00500600886	-2.005800e-01	8.338692e-01	5.665895e-03	-1.977471e-01	2.034129e-01
0.005006239802	-2.005786e-01	8.338641e-01	5.670830e-03	-1.977432e-01	2.034140e-01
0.005006470744	-2.005784e-01	8.338629e-01	5.675691e-03	-1.977406e-01	2.034163e-01
0.005006701686	-2.005794e-01	8.338653e-01	5.680475e-03	-1.977391e-01	2.034196e-01
0.005006932628	-2.005812e-01	8.338708e-01	5.685179e-03	-1.977387e-01	2.034238e-01
0.005007163569	-2.005839e-01	8.338789e-01	5.689799e-03	-1.977390e-01	2.034288e-01
0.005007394511	-2.005870e-01	8.338889e-01	5.694330e-03	-1.977399e-01	2.034342e-01
0.005007625453	-2.005906e-01	8.339003e-01	5.698770e-03	-1.977412e-01	2.034399e-01
0.005007856395	-2.005942e-01	8.339122e-01	5.703116e-03	-1.977426e-01	2.034457e-01
0.00500808706	-2.005978e-01	8.339240e-01	5.707361e-03	-1.977441e-01	2.034514e-01
0.005008317724	-2.006011e-01	8.339352e-01	5.711511e-03	-1.977453e-01	2.034568e-01
0.005008548389	-2.006040e-01	8.339451e-01	5.715564e-03	-1.977462e-01	2.034618e-01
0.005008779053	-2.006064e-01	8.339534e-01	5.719523e-03	-1.977466e-01	2.034662e-01
0.005009009718	-2.006082e-01	8.339595e-01	5.723390e-03	-1.977465e-01	2.034699e-01
0.005009240383	-2.006093e-01	8.339634e-01	5.727167e-03	-1.977457e-01	2.034729e-01
0.005009471047	-2.006098e-01	8.339646e-01	5.730858e-03	-1.977443e-01	2.034752e-01
0.005009701712	-2.006095e-01	8.339633e-01	5.734466e-03	-1.977422e-01	2.034767e-01
0.005009932376	-2.006085e-01	8.339594e-01	5.737996e-03	-1.977395e-01	2.034775e-01
0.005010163041	-2.006069e-01	8.339529e-01	5.741453e-03	-1.977361e-01	2.034776e-01
0.005010393705	-2.006046e-01	8.339440e-01	5.744842e-03	-1.977322e-01	2.034770e-01
0.00501062437	-2.006018e-01	8.339330e-01	5.748166e-03	-1.977278e-01	2.034759e-01
0.005010855035	-2.005986e-01	8.339201e-01	5.751431e-03	-1.977229e-01	2.034743e-01
0.005011085699	-2.005950e-01	8.339057e-01	5.754642e-03	-1.977177e-01	2.034723e-01
0.005011316364	-2.005911e-01	8.338900e-01	5.757803e-03	-1.977122e-01	2.034700e-01
0.005011547028	-2.005870e-01	8.338735e-01	5.760916e-03	-1.977066e-01	2.034675e-01
0.005011777693	-2.005829e-01	8.338564e-01	5.763986e-03	-1.977009e-01	2.034649e-01
0.005012008358	-2.005787e-01	8.338392e-01	5.767016e-03	-1.976952e-01	2.034622e-01
0.005012239022	-2.005746e-01	8.338222e-01	5.770007e-03	-1.976896e-01	2.034596e-01
0.005012469687	-2.005706e-01	8.338057e-01	5.772961e-03	-1.976841e-01	2.034570e-01
0.005012700351	-2.005668e-01	8.337898e-01	5.775880e-03	-1.976788e-01	2.034547e-01
0.005012931016	-2.005632e-01	8.337750e-01	5.778764e-03	-1.976738e-01	2.034526e-01
0.005013161681	-2.005600e-01	8.337612e-01	5.781614e-03	-1.976692e-01	2.034508e-01
0.005013392345	-2.005570e-01	8.337486e-01	5.784431e-03	-1.976648e-01	2.034492e-01
0.00501362301	-2.005544e-01	8.337372e-01	5.787215e-03	-1.976608e-01	2.034480e-01
0.005013853674	-2.005520e-01	8.337271e-01	5.789965e-03	-1.976571e-01	2.034470e-01
0.005014084339	-2.005500e-01	8.337182e-01	5.792683e-03	-1.976537e-01	2.034464e-01
0.005014315004	-2.005483e-01	8.337104e-01	5.795367e-03	-1.976506e-01	2.034460e-01
0.005014545668	-2.005468e-01	8.337037e-01	5.798018e-03	-1.976478e-01	2.034458e-01
0.005014776333	-2.005456e-01	8.336980e-01	5.800635e-03	-1.976453e-01	2.034459e-01
0.005015006997	-2.005446e-01	8.336929e-01	5.803219e-03	-1.976430e-01	2.034462e-01
0.005015237662	-2.005438e-01	8.336886e-01	5.805770e-03	-1.976409e-01	2.034466e-01
0.005015468326	-2.005431e-01	8.336847e-01	5.808287e-03	-1.976389e-01	2.034472e-01
0.005015698991	-2.005425e-01	8.336812e-01	5.810772e-03	-1.976371e-01	2.034479e-01
0.005015929656	-2.005420e-01	8.336779e-01	5.813223e-03	-1.976354e-01	2.034486e-01
0.00501616032	-2.005416e-01	8.336748e-01	5.815643e-03	-1.976338e-01	2.034494e-01
0.005016390985	-2.005412e-01	8.336716e-01	5.818031e-03	-1.976322e-01	2.034503e-01
0.005016621649	-2.005409e-01	8.336684e-01	5.820388e-03	-1.976307e-01	2.034511e-01
0.005016852314	-2.005406e-01	8.336651e-01	5.822715e-03	-1.976293e-01	2.034520e-01
0.005017082979	-2.005404e-01	8.336617e-01	5.825014e-03	-1.976279e-01	2.034529e-01
0.005017313643	-2.005401e-01	8.336580e-01	5.827285e-03	-1.976265e-01	2.034538e-01
0.005017544308	-2.005399e-01	8.336542e-01	5.829531e-03	-1.976252e-01	2.034547e-01
