0 	4440 	0 	0 	5.83303e-12 	-2.49123e-13 	0
0.041502 	4440 	1.78505e-13 	0 	2.07826e-13 	-1.02713e-13 	0
0.0815173 	4440 	1.17711e-13 	0 	-4.86956e-12 	1.1656e-13 	0
0.120099 	4440 	-4.53583e-15 	0 	-2.7096e-12 	1.62394e-13 	0
0.157299 	4440 	-8.03527e-15 	0 	-1.42377e-12 	3.87963e-14 	-2.54818e-19
0.193166 	4440 	1.08206e-14 	0 	-1.43494e-12 	1.69785e-14 	-2.45009e-19
0.227748 	4440 	-1.44273e-14 	0 	1.34969e-12 	6.90237e-14 	0
0.261091 	4440 	-4.04092e-14 	0 	3.23873e-12 	-1.41562e-15 	0
0.29324 	4440 	-6.72914e-14 	0 	1.42661e-12 	-2.32046e-14 	0
0.324237 	4440 	-9.26444e-14 	0 	-8.60131e-14 	3.26379e-14 	1.38852e-19
0.354123 	4440 	-1.02383e-13 	0 	-2.7441e-13 	7.41448e-14 	-7.67473e-21
0.382939 	4440 	-1.14445e-13 	0 	4.44985e-13 	6.15251e-14 	-1.02452e-17
0.410723 	4440 	-1.05905e-13 	0 	-9.45609e-13 	-3.18233e-14 	-9.78823e-18
0.437511 	4440 	-1.11794e-13 	0 	-3.91878e-12 	-2.42028e-14 	-1.07133e-17
0.46334 	4440 	-1.7952e-13 	0 	-1.62362e-12 	8.0551e-14 	-1.03797e-17
0.488243 	4440 	-2.08356e-13 	0 	2.24806e-12 	7.51356e-14 	1.57797e-19
0.512254 	4440 	-1.38338e-13 	0 	2.81991e-12 	-8.63563e-15 	1.52802e-19
0.535405 	4440 	-4.57847e-14 	0 	2.82814e-12 	-1.05272e-13 	1.20751e-17
0.557727 	4440 	5.40375e-15 	0 	3.50343e-12 	-1.95872e-13 	5.14028e-18
0.568488 	4440 	1.21256e-14 	0 	1.93635e-12 	-2.06975e-13 	-6.04914e-18
0.579249 	4440 	7.85712e-15 	0 	-1.47412e-12 	-1.59872e-13 	-2.99124e-18
0.589624 	4440 	3.86827e-16 	0 	-2.04086e-12 	-1.37144e-13 	0
0.6 	4440 	-1.32939e-14 	0 	4.60519e-13 	-1.38633e-13 	0
0.603574 	4440 	-2.37739e-14 	0 	2.29713e-12 	-1.13221e-13 	0
0.607148 	4440 	-3.58663e-14 	0 	-1.13969e-12 	-7.16507e-14 	1.53629e-20
0.610725 	4440 	-4.83778e-14 	0 	-7.09028e-12 	-2.25287e-14 	1.13997e-18
0.614302 	4440 	-5.64924e-14 	0 	-5.12923e-12 	1.6652e-14 	1.13996e-18
0.617882 	4440 	-6.58078e-14 	0 	1.14626e-11 	3.3844e-14 	1.52934e-20
0.621462 	4440 	-7.3865e-14 	0 	8.50604e-11 	3.56559e-14 	-1.13483e-18
0.625045 	4440 	-7.67452e-14 	0 	4.48924e-10 	2.76227e-15 	1.44994e-20
0.628627 	4440 	-8.68832e-14 	0 	2.4452e-09 	-3.79325e-14 	1.16458e-18
0.632213 	4440 	-8.91599e-14 	0 	1.34544e-08 	-1.30226e-13 	1.51536e-20
0.635798 	4440 	2.13341e-15 	0 	7.46187e-08 	-7.19897e-13 	0
