# Force coefficients
# liftDir    : (0.000000e+00 1.000000e+00 0.000000e+00)
# dragDir    : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis  : (0.000000e+00 0.000000e+00 1.000000e+00)
# magUInf    : 4.440000e+03
# lRef       : 1.998074e+00
# Aref       : 1.998074e-02
# CofR       : (1.500000e+00 0.000000e+00 0.000000e+00)
#            
# Time       	Cm           	Cd           	Cl           	Cl(f)        	Cl(r)        
0.009000183486	-1.848644e-01	7.702543e-01	9.847596e-03	-1.799406e-01	1.897882e-01
0.009000366972	-1.848644e-01	7.702529e-01	9.847650e-03	-1.799406e-01	1.897882e-01
0.009000550459	-1.848643e-01	7.702514e-01	9.847703e-03	-1.799405e-01	1.897882e-01
0.009000733945	-1.848643e-01	7.702499e-01	9.847755e-03	-1.799404e-01	1.897882e-01
0.009000917431	-1.848643e-01	7.702484e-01	9.847807e-03	-1.799404e-01	1.897882e-01
0.009001100917	-1.848642e-01	7.702469e-01	9.847858e-03	-1.799403e-01	1.897881e-01
0.009001284404	-1.848642e-01	7.702454e-01	9.847909e-03	-1.799402e-01	1.897881e-01
0.00900146789	-1.848641e-01	7.702440e-01	9.847961e-03	-1.799401e-01	1.897881e-01
0.009001651376	-1.848641e-01	7.702425e-01	9.848012e-03	-1.799401e-01	1.897881e-01
0.009001834862	-1.848640e-01	7.702410e-01	9.848063e-03	-1.799400e-01	1.897881e-01
0.009002018349	-1.848640e-01	7.702396e-01	9.848114e-03	-1.799399e-01	1.897881e-01
0.009002201835	-1.848640e-01	7.702381e-01	9.848166e-03	-1.799399e-01	1.897880e-01
0.009002385321	-1.848639e-01	7.702366e-01	9.848217e-03	-1.799398e-01	1.897880e-01
0.009002568807	-1.848639e-01	7.702352e-01	9.848269e-03	-1.799397e-01	1.897880e-01
0.009002752294	-1.848638e-01	7.702337e-01	9.848320e-03	-1.799397e-01	1.897880e-01
0.00900293578	-1.848638e-01	7.702323e-01	9.848372e-03	-1.799396e-01	1.897880e-01
0.009003119266	-1.848638e-01	7.702308e-01	9.848424e-03	-1.799395e-01	1.897880e-01
0.009003302752	-1.848637e-01	7.702293e-01	9.848475e-03	-1.799395e-01	1.897880e-01
0.009003486239	-1.848637e-01	7.702279e-01	9.848527e-03	-1.799394e-01	1.897879e-01
0.009003669725	-1.848636e-01	7.702264e-01	9.848579e-03	-1.799393e-01	1.897879e-01
0.009003853211	-1.848636e-01	7.702250e-01	9.848632e-03	-1.799393e-01	1.897879e-01
0.009004036697	-1.848636e-01	7.702235e-01	9.848684e-03	-1.799392e-01	1.897879e-01
0.009004220183	-1.848635e-01	7.702221e-01	9.848736e-03	-1.799391e-01	1.897879e-01
0.00900440367	-1.848635e-01	7.702206e-01	9.848788e-03	-1.799391e-01	1.897879e-01
0.009004587156	-1.848634e-01	7.702191e-01	9.848841e-03	-1.799390e-01	1.897879e-01
0.009004770642	-1.848634e-01	7.702177e-01	9.848893e-03	-1.799389e-01	1.897878e-01
0.009004954128	-1.848634e-01	7.702162e-01	9.848946e-03	-1.799389e-01	1.897878e-01
0.009005137615	-1.848633e-01	7.702147e-01	9.848998e-03	-1.799388e-01	1.897878e-01
0.009005321101	-1.848633e-01	7.702133e-01	9.849051e-03	-1.799387e-01	1.897878e-01
