0 	4440 	0 	0 	9.81482e-13 	2.84075e-15 	-3.292e-17
0.0368632 	4440 	6.38578e-14 	0 	-1.27728e-12 	-7.57315e-15 	-1.60868e-17
0.0719457 	4440 	-3.14657e-14 	0 	-3.34488e-12 	1.72747e-13 	1.8784e-17
0.105334 	4440 	-1.71047e-13 	0 	-1.82067e-12 	2.25856e-13 	1.79512e-17
0.137109 	4440 	-2.20607e-13 	0 	4.50372e-13 	1.58814e-13 	0
0.167349 	4440 	-2.06261e-13 	0 	1.60074e-12 	1.32436e-13 	0
0.196128 	4440 	-1.41936e-13 	0 	4.53189e-13 	5.50958e-14 	1.64024e-19
0.223518 	4440 	-1.05116e-13 	0 	-9.4506e-13 	4.80431e-14 	-1.13439e-17
0.249584 	4440 	-8.29522e-14 	0 	-4.0624e-13 	1.65627e-14 	-2.30076e-17
0.274391 	4440 	-9.50298e-14 	0 	2.85266e-13 	-9.02924e-15 	6.52818e-19
0.298 	4440 	-1.02279e-13 	0 	-3.85772e-13 	2.99285e-14 	2.47024e-17
0.320468 	4440 	-8.50839e-14 	0 	-1.54991e-12 	4.17168e-14 	1.26248e-17
0.341851 	4440 	-1.01801e-13 	0 	1.05317e-12 	5.72261e-14 	-7.56698e-21
0.362201 	4440 	-9.6595e-14 	0 	3.96062e-12 	1.47507e-14 	-7.52907e-18
0.381568 	4440 	-8.46639e-14 	0 	2.89296e-13 	-5.21688e-14 	-7.14744e-18
0.4 	4440 	-1.02391e-13 	0 	-6.6012e-12 	-1.54346e-14 	-3.11941e-18
0.406989 	4440 	-1.13919e-13 	0 	-8.90338e-12 	4.61368e-14 	-2.46746e-18
0.413983 	4440 	-1.19347e-13 	0 	-6.17885e-12 	1.02013e-13 	-2.45393e-18
0.420982 	4440 	-1.14031e-13 	0 	6.56725e-13 	1.16962e-13 	-2.4891e-18
0.427984 	4440 	-1.08469e-13 	0 	7.24097e-12 	8.40912e-14 	-1.6017e-22
0.434992 	4440 	-1.08347e-13 	0 	3.50788e-11 	4.18831e-14 	-2.43576e-18
0.442003 	4440 	-1.11138e-13 	0 	3.77115e-10 	4.06781e-14 	-2.47081e-18
0.44902 	4440 	-1.08869e-13 	0 	4.4303e-09 	-1.46964e-14 	0
0.45604 	4440 	-6.0539e-15 	0 	5.24532e-08 	-4.70297e-13 	-2.41674e-18
0.463066 	4440 	1.18437e-12 	0 	6.22317e-07 	-5.53562e-12 	-5.96754e-21
0.470095 	4440 	1.5194e-11 	0 	7.38865e-06 	-6.59578e-11 	2.41185e-18
0.47713 	4440 	1.82719e-10 	0 	8.77999e-05 	-7.83669e-10 	0
0.484168 	4440 	2.20046e-09 	0 	0.00104421 	-9.30835e-09 	0
0.491212 	4440 	2.68824e-08 	0 	0.0124315 	-1.1064e-07 	-2.35401e-18
0.498259 	4439.99 	3.36389e-07 	0 	0.147947 	-1.31677e-06 	-6.12788e-21
0.505312 	4439.84 	4.37873e-06 	0 	1.7324 	-1.56467e-05 	2.34896e-18
0.512368 	4437.95 	5.69419e-05 	0 	17.6 	-0.000179923 	2.54613e-18
0.51943 	4418.24 	0.000574888 	0 	116.907 	-0.00161797 	2.54669e-18
0.526495 	4298.13 	0.00296751 	0 	485.143 	-0.00832756 	0
