# Force coefficients
# liftDir    : (0.000000e+00 1.000000e+00 0.000000e+00)
# dragDir    : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis  : (0.000000e+00 0.000000e+00 1.000000e+00)
# magUInf    : 4.440000e+03
# lRef       : 1.998074e+00
# Aref       : 1.998074e-02
# CofR       : (1.500000e+00 0.000000e+00 0.000000e+00)
#            
# Time       	Cm           	Cd           	Cl           	Cl(f)        	Cl(r)        
0.005000220264	-1.909713e-01	7.961880e-01	6.933505e-03	-1.875045e-01	1.944381e-01
0.005000440529	-1.909711e-01	7.961882e-01	6.933668e-03	-1.875043e-01	1.944379e-01
0.00500066055	-1.909709e-01	7.961883e-01	6.933831e-03	-1.875040e-01	1.944378e-01
0.005000880572	-1.909707e-01	7.961884e-01	6.933994e-03	-1.875037e-01	1.944377e-01
0.005001100593	-1.909705e-01	7.961885e-01	6.934157e-03	-1.875034e-01	1.944376e-01
0.005001320615	-1.909703e-01	7.961887e-01	6.934321e-03	-1.875031e-01	1.944375e-01
0.005001540636	-1.909701e-01	7.961888e-01	6.934484e-03	-1.875029e-01	1.944373e-01
0.005001760657	-1.909699e-01	7.961890e-01	6.934648e-03	-1.875026e-01	1.944372e-01
0.005001980679	-1.909697e-01	7.961891e-01	6.934812e-03	-1.875023e-01	1.944371e-01
0.0050022007 	-1.909695e-01	7.961893e-01	6.934976e-03	-1.875020e-01	1.944370e-01
0.005002420722	-1.909693e-01	7.961894e-01	6.935140e-03	-1.875018e-01	1.944369e-01
0.005002640743	-1.909692e-01	7.961895e-01	6.935303e-03	-1.875015e-01	1.944368e-01
0.005002860765	-1.909690e-01	7.961897e-01	6.935467e-03	-1.875012e-01	1.944367e-01
0.005003080786	-1.909688e-01	7.961898e-01	6.935630e-03	-1.875009e-01	1.944366e-01
0.005003300808	-1.909686e-01	7.961899e-01	6.935794e-03	-1.875007e-01	1.944365e-01
0.005003520829	-1.909684e-01	7.961901e-01	6.935957e-03	-1.875004e-01	1.944363e-01
0.005003740851	-1.909682e-01	7.961902e-01	6.936121e-03	-1.875001e-01	1.944362e-01
0.005003960872	-1.909680e-01	7.961903e-01	6.936284e-03	-1.874998e-01	1.944361e-01
0.005004180894	-1.909678e-01	7.961904e-01	6.936447e-03	-1.874995e-01	1.944360e-01
0.005004400915	-1.909676e-01	7.961905e-01	6.936610e-03	-1.874993e-01	1.944359e-01
0.005004620937	-1.909674e-01	7.961906e-01	6.936774e-03	-1.874990e-01	1.944357e-01
0.005004840958	-1.909671e-01	7.961907e-01	6.936937e-03	-1.874987e-01	1.944356e-01
0.005005060979	-1.909669e-01	7.961907e-01	6.937100e-03	-1.874984e-01	1.944355e-01
0.005005281001	-1.909667e-01	7.961908e-01	6.937263e-03	-1.874981e-01	1.944354e-01
0.005005501022	-1.909665e-01	7.961909e-01	6.937427e-03	-1.874978e-01	1.944352e-01
0.005005721044	-1.909663e-01	7.961909e-01	6.937590e-03	-1.874975e-01	1.944351e-01
0.005005941065	-1.909661e-01	7.961910e-01	6.937753e-03	-1.874972e-01	1.944350e-01
0.005006161087	-1.909659e-01	7.961910e-01	6.937916e-03	-1.874969e-01	1.944348e-01
0.005006381108	-1.909657e-01	7.961910e-01	6.938080e-03	-1.874966e-01	1.944347e-01
0.00500660113	-1.909654e-01	7.961911e-01	6.938243e-03	-1.874963e-01	1.944346e-01
0.005006821151	-1.909652e-01	7.961911e-01	6.938406e-03	-1.874960e-01	1.944344e-01
0.005007041173	-1.909650e-01	7.961911e-01	6.938569e-03	-1.874957e-01	1.944343e-01
0.005007261194	-1.909648e-01	7.961911e-01	6.938732e-03	-1.874954e-01	1.944341e-01
0.005007481216	-1.909645e-01	7.961911e-01	6.938895e-03	-1.874951e-01	1.944340e-01
0.005007701237	-1.909643e-01	7.961911e-01	6.939059e-03	-1.874948e-01	1.944339e-01
